index,true_label,pred_label,correct,confidence,latency_s,error
770,talk.religion.misc,talk.religion.misc,True,0.34,0.2763203749782406,
771,soc.religion.christian,soc.religion.christian,True,0.94,0.2605207500164397,
772,rec.motorcycles,rec.sport.baseball,False,0.27,0.28657087503233925,
773,sci.med,sci.med,True,1.0,0.26681554201059043,
774,rec.autos,rec.autos,True,1.0,0.3168894579866901,
775,talk.politics.mideast,talk.politics.mideast,True,0.99,0.3109555420232937,
776,sci.space,sci.space,True,1.0,0.3237478340161033,
777,sci.space,sci.space,True,1.0,0.29782904201420024,
778,sci.electronics,sci.electronics,True,1.0,0.2857752090203576,
779,rec.sport.baseball,rec.sport.baseball,True,0.98,0.27954541600774974,
780,rec.sport.baseball,rec.sport.baseball,True,1.0,0.27616745803970844,
781,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.99,0.2507029169937596,
782,talk.politics.guns,talk.politics.misc,False,0.68,0.40168887499021366,
783,comp.sys.ibm.pc.hardware,comp.windows.x,False,0.98,0.2809833330102265,
784,sci.med,sci.med,True,1.0,0.2722269590012729,
785,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.69,0.2368278750218451,
786,comp.windows.x,comp.windows.x,True,1.0,0.36495066597126424,
787,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.2605057500186376,
788,talk.religion.misc,talk.politics.misc,False,0.5,0.34382020798511803,
789,sci.crypt,sci.crypt,True,1.0,0.26296858297428116,
790,talk.politics.misc,talk.politics.misc,True,1.0,0.3022540410165675,
791,comp.graphics,comp.windows.x,False,0.55,0.2599204999860376,
792,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.61,0.27971266699023545,
793,alt.atheism,alt.atheism,True,0.93,0.326221416995395,
794,comp.graphics,comp.graphics,True,0.61,0.2647269159788266,
795,rec.sport.baseball,rec.sport.baseball,True,1.0,0.2877921250183135,
796,rec.sport.baseball,rec.sport.baseball,True,1.0,0.3117164589930326,
797,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.3419675840414129,
798,comp.windows.x,comp.windows.x,True,0.95,0.31714274996193126,
799,soc.religion.christian,soc.religion.christian,True,0.67,0.2729327499982901,
800,rec.motorcycles,sci.med,False,0.91,0.2597092919750139,
801,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.99,0.45282225002301857,
802,comp.windows.x,comp.os.ms-windows.misc,False,0.52,0.3250833750353195,
803,comp.windows.x,comp.sys.ibm.pc.hardware,False,0.41,0.24645341600989923,
804,sci.med,sci.med,True,1.0,0.26710258302045986,
805,rec.sport.hockey,rec.sport.hockey,True,1.0,0.31675362499663606,
806,sci.crypt,sci.crypt,True,1.0,0.29272845800733194,
807,talk.politics.mideast,talk.politics.mideast,True,0.84,0.27071729104500264,
808,talk.politics.misc,talk.politics.guns,False,0.89,0.2859361249720678,
809,talk.politics.guns,talk.politics.misc,False,0.95,0.25257549999514595,
810,sci.space,sci.space,True,1.0,0.38323254097485915,
811,talk.politics.guns,talk.politics.misc,False,0.75,0.3586987080052495,
812,comp.os.ms-windows.misc,comp.graphics,False,0.98,0.36755554197588935,
813,comp.graphics,comp.graphics,True,0.99,0.36394795903470367,
814,sci.electronics,sci.electronics,True,1.0,0.35192320798523724,
815,talk.politics.guns,talk.politics.mideast,False,0.6,0.3321205420070328,
816,talk.religion.misc,soc.religion.christian,False,0.58,0.3223235420300625,
817,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,1.0,0.2742239169892855,
818,sci.electronics,sci.electronics,True,1.0,0.31679375004023314,
819,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,False,0.65,0.32394358405144885,
820,sci.med,sci.med,True,0.54,0.2840908750076778,
821,alt.atheism,comp.os.ms-windows.misc,False,0.35,0.24343091598711908,
822,talk.politics.mideast,talk.politics.misc,False,0.5,0.30406941601540893,
823,misc.forsale,misc.forsale,True,0.51,0.32555608404800296,
824,soc.religion.christian,soc.religion.christian,True,0.72,0.25140495802043006,
825,sci.crypt,talk.politics.misc,False,0.99,0.230768250010442,
826,sci.crypt,sci.crypt,True,1.0,0.3216424999991432,
827,talk.politics.mideast,talk.politics.mideast,True,0.68,0.2900614170357585,
828,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.63,0.25069729099050164,
829,comp.sys.mac.hardware,sci.med,False,0.29,0.2542302910005674,
830,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,1.0,0.3425522909965366,
831,talk.politics.guns,talk.politics.guns,True,1.0,0.27013129205442965,
832,talk.religion.misc,talk.politics.misc,False,0.52,0.30313583300448954,
833,talk.politics.mideast,talk.politics.mideast,True,0.86,0.6870827079983428,
834,sci.electronics,sci.electronics,True,1.0,0.2732822920079343,
835,rec.sport.hockey,rec.sport.hockey,True,1.0,0.240894999995362,
836,comp.sys.mac.hardware,comp.os.ms-windows.misc,False,0.72,0.30079462501453236,
837,sci.space,talk.politics.misc,False,1.0,0.2877938750316389,
838,rec.motorcycles,talk.politics.misc,False,0.24,0.24825570901157334,
839,comp.graphics,comp.graphics,True,1.0,0.26296691701281816,
840,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.3905517499661073,
841,soc.religion.christian,soc.religion.christian,True,0.99,0.3598856250173412,
842,rec.sport.hockey,rec.sport.hockey,True,0.99,0.32886616699397564,
843,misc.forsale,misc.forsale,True,0.88,0.30442554102046415,
844,rec.sport.hockey,rec.sport.hockey,True,1.0,0.3018112500431016,
845,sci.med,talk.politics.misc,False,0.86,0.27316833299119025,
846,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.28106474998639897,
847,talk.politics.mideast,talk.politics.mideast,True,1.0,0.27241945796413347,
848,rec.sport.baseball,rec.sport.baseball,True,1.0,0.27171541698044166,
849,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.32,0.2737871250137687,
850,rec.sport.baseball,rec.sport.baseball,True,1.0,0.43337745894677937,
851,sci.electronics,sci.electronics,True,0.83,0.3304315829882398,
852,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.99,0.32352512498619035,
853,comp.graphics,comp.graphics,True,0.93,0.2522865000064485,
854,rec.sport.hockey,rec.sport.hockey,True,0.91,0.33231112494831905,
855,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.2777555419597775,
856,rec.autos,rec.autos,True,0.99,0.24823537503834814,
857,soc.religion.christian,soc.religion.christian,True,0.95,0.2602477500331588,
858,comp.windows.x,comp.windows.x,True,0.87,0.27974108303897083,
859,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2976560840033926,
860,soc.religion.christian,soc.religion.christian,True,0.96,0.2774336250149645,
861,rec.sport.hockey,rec.sport.baseball,False,0.66,0.25091224996140227,
862,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2623942500213161,
863,talk.religion.misc,talk.religion.misc,True,0.92,0.25840966700343415,
864,rec.motorcycles,rec.autos,False,0.99,0.25159308302681893,
865,talk.politics.misc,talk.politics.misc,True,1.0,0.4271893339464441,
866,sci.space,sci.crypt,False,0.68,0.36730283295037225,
867,talk.politics.guns,talk.religion.misc,False,0.85,0.354758832952939,
868,comp.windows.x,comp.windows.x,True,1.0,0.3383696669479832,
869,sci.space,sci.space,True,0.82,0.3240360000054352,
870,comp.windows.x,comp.os.ms-windows.misc,False,0.81,0.3368027079850435,
871,sci.med,sci.med,True,1.0,0.27060629200423136,
872,soc.religion.christian,soc.religion.christian,True,0.94,0.26595354202436283,
873,comp.windows.x,comp.windows.x,True,1.0,0.280589375004638,
874,comp.graphics,comp.os.ms-windows.misc,False,0.46,0.26692354201804847,
875,talk.politics.guns,talk.politics.guns,True,0.99,0.28063891700003296,
876,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.48,0.2557427089777775,
877,talk.politics.guns,talk.politics.guns,True,1.0,0.32577437500003725,
878,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.87,0.2774521250394173,
879,rec.sport.baseball,rec.sport.baseball,True,1.0,0.26429683301830664,
880,soc.religion.christian,soc.religion.christian,True,0.67,0.3306628749705851,
881,rec.motorcycles,rec.autos,False,0.7,0.2768565419828519,
882,talk.politics.mideast,talk.politics.misc,False,0.84,0.28546795796137303,
883,comp.graphics,comp.graphics,True,0.99,0.27145462500629947,
884,misc.forsale,misc.forsale,True,1.0,0.3012890000245534,
885,rec.sport.hockey,rec.sport.hockey,True,1.0,0.34244795801350847,
886,rec.motorcycles,rec.motorcycles,True,0.83,0.3076948330271989,
887,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,1.0,0.2496780839865096,
888,sci.space,sci.space,True,1.0,0.28155054204398766,
889,sci.electronics,comp.sys.ibm.pc.hardware,False,0.87,0.2603306660312228,
890,sci.space,sci.space,True,0.88,0.2583020419697277,
891,sci.space,talk.politics.misc,False,0.67,0.2418452079873532,
892,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2870656250161119,
893,rec.sport.baseball,rec.sport.baseball,True,1.0,0.43570099998032674,
894,sci.crypt,sci.crypt,True,1.0,0.3006817090208642,
895,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.24983020895160735,
896,sci.crypt,sci.crypt,True,1.0,0.26017758302623406,
897,talk.politics.mideast,talk.politics.misc,False,0.98,0.2932533749844879,
898,rec.sport.baseball,rec.sport.baseball,True,1.0,0.27933337504509836,
899,talk.politics.guns,talk.politics.misc,False,0.81,0.3845181250362657,
900,comp.windows.x,comp.windows.x,True,1.0,0.31184254097752273,
901,sci.med,sci.med,True,0.99,0.3280631249654107,
902,sci.space,talk.religion.misc,False,0.57,0.39954054198460653,
903,rec.autos,rec.autos,True,1.0,0.3021977919852361,
904,talk.religion.misc,talk.religion.misc,True,0.52,0.3514945000060834,
905,talk.politics.mideast,talk.politics.mideast,True,1.0,0.268804999999702,
906,sci.space,comp.os.ms-windows.misc,False,0.32,0.2775403329869732,
907,rec.motorcycles,rec.motorcycles,True,0.97,0.25097470899345353,
908,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.86,0.26700324995908886,
909,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.97,0.2926616669865325,
910,rec.autos,rec.autos,True,1.0,0.2720578750013374,
911,sci.space,sci.space,True,0.98,0.2729077920084819,
912,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.26540920801926404,
913,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.95,0.2634371669846587,
914,rec.sport.baseball,rec.sport.baseball,True,1.0,0.26306941703660414,
915,rec.sport.hockey,rec.sport.hockey,True,1.0,0.28555962501559407,
916,rec.autos,rec.autos,True,1.0,0.25883858295856044,
917,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.89,0.31543025001883507,
918,talk.politics.mideast,talk.politics.misc,False,0.82,0.2964282920002006,
919,comp.windows.x,comp.windows.x,True,1.0,0.25020195898832753,
920,talk.religion.misc,talk.politics.guns,False,0.52,0.27404024999123067,
921,comp.graphics,comp.graphics,True,1.0,0.2906645830371417,
922,rec.sport.baseball,misc.forsale,False,0.49,0.27033512498019263,
923,talk.politics.misc,talk.politics.misc,True,0.78,0.38806458399631083,
924,sci.crypt,sci.crypt,True,1.0,0.3832043329603039,
925,comp.sys.mac.hardware,comp.os.ms-windows.misc,False,0.72,0.4310048749903217,
926,rec.motorcycles,rec.motorcycles,True,1.0,0.36122175003401935,
927,sci.electronics,sci.electronics,True,1.0,0.24428275000536814,
928,talk.religion.misc,sci.med,False,0.75,0.29114266694523394,
929,alt.atheism,sci.space,False,0.53,0.26853312499588355,
930,rec.sport.hockey,rec.sport.hockey,True,1.0,0.28758050000760704,
931,talk.politics.mideast,talk.politics.mideast,True,1.0,0.2735848749871366,
932,sci.crypt,sci.crypt,True,1.0,0.4749515830189921,
933,rec.autos,rec.autos,True,1.0,0.25692879199050367,
934,misc.forsale,misc.forsale,True,0.69,0.32439899997552857,
935,rec.sport.hockey,rec.sport.hockey,True,1.0,0.27216720796423033,
936,sci.crypt,talk.politics.misc,False,0.94,0.32698279101168737,
937,soc.religion.christian,soc.religion.christian,True,1.0,0.2897121250280179,
938,sci.med,sci.med,True,1.0,0.2602004579966888,
939,talk.politics.guns,talk.politics.misc,False,0.69,0.2720032910001464,
940,talk.politics.mideast,talk.politics.misc,False,0.97,0.2376471669995226,
941,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.2777814579894766,
942,comp.windows.x,comp.windows.x,True,1.0,0.25201625004410744,
943,rec.sport.hockey,rec.sport.hockey,True,1.0,0.26117999997222796,
944,talk.politics.mideast,talk.politics.mideast,True,0.91,0.23512366699287668,
945,talk.politics.mideast,talk.politics.misc,False,0.58,0.29431475000455976,
946,soc.religion.christian,soc.religion.christian,True,0.96,0.30418858298799023,
947,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc,False,0.25,0.3359886669786647,
948,comp.os.ms-windows.misc,talk.religion.misc,False,0.31,0.2503615829627961,
949,rec.motorcycles,rec.motorcycles,True,1.0,0.2867057499825023,
950,alt.atheism,alt.atheism,True,0.96,0.37971008400199935,
951,sci.med,sci.med,True,1.0,0.36522858403623104,
952,talk.politics.mideast,talk.politics.misc,False,0.39,0.3497749579837546,
953,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.81,0.34905670798616484,
954,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,1.0,0.34199154196539894,
955,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2895972919650376,
956,sci.space,sci.space,True,1.0,0.2728674999671057,
957,soc.religion.christian,comp.os.ms-windows.misc,False,0.37,0.3566052920068614,
958,sci.med,sci.med,True,1.0,0.3241104589542374,
959,rec.autos,rec.autos,True,0.65,0.28159054199932143,
960,rec.sport.baseball,rec.sport.baseball,True,1.0,0.2907188329845667,
961,misc.forsale,misc.forsale,True,0.98,0.27722120902035385,
962,misc.forsale,misc.forsale,True,1.0,0.24460933299269527,
963,sci.electronics,sci.electronics,True,0.9,0.24347120797028765,
964,rec.motorcycles,talk.politics.misc,False,0.7,0.3769899579929188,
965,sci.crypt,sci.crypt,True,0.83,0.27625516697298735,
966,rec.autos,rec.autos,True,1.0,0.32385141600389034,
967,alt.atheism,talk.politics.misc,False,0.55,0.2920597500051372,
968,comp.windows.x,misc.forsale,False,0.69,0.26501616602763534,
969,sci.electronics,sci.electronics,True,1.0,0.3288111250149086,
970,rec.sport.baseball,rec.sport.baseball,True,1.0,0.2779466669890098,
971,rec.motorcycles,rec.motorcycles,True,1.0,0.27874791697831824,
972,sci.electronics,sci.electronics,True,1.0,0.28248545801034197,
973,alt.atheism,misc.forsale,False,0.36,0.27477687504142523,
974,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.91,0.2907730000442825,
975,rec.autos,rec.autos,True,0.96,0.2658482500119135,
976,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.97,0.28481595899211243,
977,misc.forsale,misc.forsale,True,1.0,0.3034093329915777,
978,sci.crypt,sci.crypt,True,0.99,0.24947116704424843,
979,comp.windows.x,comp.windows.x,True,1.0,0.30035908304853365,
980,talk.politics.guns,talk.politics.misc,False,0.77,0.25834779103752226,
981,talk.religion.misc,talk.politics.misc,False,0.45,0.35359300003619865,
982,alt.atheism,alt.atheism,True,1.0,0.33130283298669383,
983,rec.sport.hockey,rec.sport.hockey,True,1.0,0.30803579196799546,
984,soc.religion.christian,soc.religion.christian,True,0.58,0.40671216702321544,
985,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.58,0.23565037501975894,
986,talk.politics.mideast,talk.politics.misc,False,0.9,0.3429073339793831,
987,talk.religion.misc,talk.religion.misc,True,0.49,0.30055883299792185,
988,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.277711917005945,
989,soc.religion.christian,soc.religion.christian,True,0.98,0.3147314169909805,
990,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.96,0.2968198750168085,
991,misc.forsale,misc.forsale,True,1.0,0.23874141700798646,
992,comp.os.ms-windows.misc,comp.graphics,False,0.85,0.2512036669650115,
993,soc.religion.christian,talk.religion.misc,False,0.51,0.2968967500491999,
994,alt.atheism,alt.atheism,True,1.0,0.29058741696644574,
995,rec.motorcycles,rec.motorcycles,True,1.0,0.26970829197671264,
996,sci.med,sci.med,True,1.0,0.4145379589754157,
997,rec.sport.baseball,rec.sport.baseball,True,1.0,0.30405183299444616,
998,talk.politics.misc,talk.politics.misc,True,0.99,0.25256362499203533,
999,rec.autos,rec.autos,True,0.35,0.29098441696260124,
1000,rec.sport.baseball,rec.sport.baseball,True,1.0,0.34204279200639576,
1001,talk.politics.guns,talk.politics.guns,True,0.52,0.3185980840353295,
1002,talk.politics.misc,talk.politics.misc,True,0.62,0.27213724999455735,
1003,comp.graphics,comp.graphics,True,1.0,0.2980831669992767,
1004,comp.windows.x,comp.os.ms-windows.misc,False,0.17,0.27407745795790106,
1005,misc.forsale,misc.forsale,True,1.0,0.28590695798629895,
1006,sci.crypt,sci.crypt,True,1.0,0.40833637496689335,
1007,soc.religion.christian,soc.religion.christian,True,0.99,0.4027012909646146,
1008,comp.graphics,comp.sys.ibm.pc.hardware,False,0.86,0.2666434580460191,
1009,rec.sport.hockey,rec.sport.hockey,True,1.0,0.3735585830290802,
1010,talk.religion.misc,talk.religion.misc,True,1.0,0.36432441702345386,
1011,sci.space,sci.space,True,0.99,0.37099454103736207,
1012,soc.religion.christian,soc.religion.christian,True,0.75,0.2518182499916293,
1013,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,False,0.91,0.3149940419825725,
1014,rec.sport.baseball,rec.sport.baseball,True,0.97,0.3287227090331726,
1015,rec.sport.hockey,talk.politics.guns,False,0.59,0.2608903329819441,
1016,soc.religion.christian,soc.religion.christian,True,0.99,0.25370245799422264,
1017,rec.motorcycles,rec.motorcycles,True,1.0,0.314381834003143,
1018,rec.sport.hockey,rec.sport.hockey,True,1.0,0.3553194590494968,
1019,comp.windows.x,comp.windows.x,True,0.97,0.2883844160242006,
1020,talk.religion.misc,soc.religion.christian,False,0.94,0.3241452499642037,
1021,sci.space,sci.space,True,0.99,0.28092041600029916,
1022,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.98,0.25073633302235976,
1023,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.34579279099125415,
1024,rec.sport.hockey,rec.sport.hockey,True,1.0,0.3280659160227515,
1025,rec.sport.baseball,rec.sport.baseball,True,1.0,0.3066662499913946,
1026,comp.sys.ibm.pc.hardware,sci.electronics,False,0.47,0.3260614169994369,
1027,comp.graphics,comp.graphics,True,1.0,0.28967662499053404,
1028,talk.politics.guns,talk.politics.guns,True,0.8,0.3609644169919193,
1029,rec.motorcycles,rec.motorcycles,True,1.0,0.24761391698848456,
1030,comp.graphics,comp.graphics,True,1.0,0.27260745799867436,
1031,comp.windows.x,comp.windows.x,True,0.91,0.2944755000062287,
1032,comp.graphics,comp.graphics,True,0.96,0.4015440000221133,
1033,rec.motorcycles,rec.motorcycles,True,1.0,0.25734495802316815,
1034,sci.space,sci.space,True,1.0,0.3680898330057971,
1035,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2621279580052942,
1036,alt.atheism,alt.atheism,True,1.0,0.36322204099269584,
1037,sci.space,sci.space,True,0.99,0.32440833403961733,
1038,soc.religion.christian,soc.religion.christian,True,0.99,0.30102445802185684,
1039,soc.religion.christian,alt.atheism,False,0.69,0.33580733300186694,
1040,alt.atheism,talk.religion.misc,False,0.99,0.3181308750063181,
1041,rec.motorcycles,rec.motorcycles,True,0.97,0.2541665830067359,
1042,talk.religion.misc,talk.politics.guns,False,0.77,0.29614083300111815,
1043,sci.med,sci.med,True,1.0,0.3430068329907954,
1044,sci.crypt,sci.crypt,True,1.0,0.3027864589821547,
1045,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.2804181670071557,
1046,comp.windows.x,comp.windows.x,True,1.0,0.2856128340354189,
1047,sci.med,sci.med,True,1.0,0.35016395803540945,
1048,rec.sport.hockey,rec.sport.hockey,True,1.0,0.32096366595942527,
1049,sci.space,sci.space,True,0.93,0.271193458000198,
1050,talk.politics.guns,sci.crypt,False,0.77,0.2924927080166526,
1051,soc.religion.christian,soc.religion.christian,True,0.93,0.26997854199726135,
1052,sci.electronics,sci.electronics,True,0.85,0.38526758301304653,
1053,sci.space,sci.space,True,1.0,0.2443290000082925,
1054,alt.atheism,talk.religion.misc,False,0.71,0.26111341698560864,
1055,rec.autos,rec.autos,True,1.0,0.2914406660129316,
1056,talk.politics.misc,talk.politics.misc,True,0.74,0.28537295799469575,
1057,sci.crypt,talk.politics.misc,False,0.63,0.3262873329804279,
1058,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,1.0,0.28187020804034546,
1059,sci.crypt,sci.crypt,True,0.95,0.2679177499958314,
1060,rec.sport.baseball,rec.sport.baseball,True,1.0,0.29843074997188523,
1061,rec.autos,rec.autos,True,1.0,0.2549606249667704,
1062,talk.religion.misc,soc.religion.christian,False,0.53,0.365481833985541,
1063,talk.religion.misc,alt.atheism,False,0.81,0.35336758400080726,
1064,talk.religion.misc,talk.religion.misc,True,0.77,0.3272479589795694,
1065,soc.religion.christian,soc.religion.christian,True,0.97,0.3588563340017572,
1066,comp.graphics,comp.graphics,True,1.0,0.27872274996479973,
1067,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.94,0.3260763330035843,
1068,misc.forsale,misc.forsale,True,0.99,0.30268270801752806,
1069,rec.motorcycles,rec.motorcycles,True,1.0,0.29514850000850856,
1070,rec.motorcycles,rec.autos,False,0.66,0.26417350000701845,
1071,sci.med,comp.os.ms-windows.misc,False,0.38,0.24435383296804503,
1072,talk.religion.misc,talk.politics.misc,False,0.67,0.24892766698030755,
1073,comp.graphics,comp.graphics,True,0.67,0.2773897089646198,
1074,talk.politics.misc,sci.med,False,0.98,0.31856949999928474,
1075,comp.graphics,comp.graphics,True,0.73,0.2749757500132546,
1076,sci.med,sci.med,True,0.97,0.25000512500992045,
1077,talk.politics.misc,talk.politics.guns,False,0.76,0.28180229099234566,
1078,sci.space,comp.os.ms-windows.misc,False,0.3,0.296884624985978,
1079,talk.politics.misc,talk.politics.misc,True,1.0,0.29622541600838304,
1080,rec.motorcycles,rec.motorcycles,True,0.77,0.3503168330062181,
1081,rec.autos,rec.autos,True,1.0,0.25635254103690386,
1082,rec.autos,rec.autos,True,1.0,0.3247984999907203,
1083,alt.atheism,comp.os.ms-windows.misc,False,0.44,0.2654173329938203,
1084,talk.politics.mideast,talk.politics.mideast,True,0.96,0.28328391700051725,
1085,rec.motorcycles,rec.motorcycles,True,0.71,0.29628879204392433,
1086,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.32462758297333494,
1087,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.98,0.2902312080259435,
1088,comp.graphics,comp.windows.x,False,1.0,0.25541670800885186,
1089,alt.atheism,talk.politics.misc,False,0.93,0.26128462504129857,
1090,misc.forsale,misc.forsale,True,0.98,0.38077362498734146,
1091,talk.politics.mideast,talk.religion.misc,False,0.61,0.36573166598100215,
1092,comp.graphics,comp.sys.mac.hardware,False,0.48,0.34169966698391363,
1093,rec.sport.hockey,rec.sport.hockey,True,1.0,0.3358155000023544,
1094,talk.politics.guns,talk.politics.guns,True,0.83,0.2703372079995461,
1095,misc.forsale,misc.forsale,True,1.0,0.29978341702371836,
1096,rec.sport.baseball,rec.sport.baseball,True,1.0,0.3038842080277391,
1097,talk.politics.mideast,talk.politics.misc,False,0.34,0.2530186250223778,
1098,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.97,0.37671787495492026,
1099,comp.windows.x,comp.windows.x,True,1.0,0.3010579169495031,
1100,soc.religion.christian,soc.religion.christian,True,1.0,0.2969061659532599,
1101,sci.electronics,sci.electronics,True,1.0,0.5045190000091679,
1102,rec.autos,rec.autos,True,1.0,0.2538599169929512,
1103,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.2886525000212714,
1104,comp.windows.x,comp.windows.x,True,0.98,0.2974202079931274,
1105,comp.windows.x,comp.windows.x,True,1.0,0.2911161659867503,
1106,sci.med,sci.med,True,1.0,0.29919591697398573,
1107,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.27293295902200043,
1108,comp.graphics,comp.windows.x,False,0.92,0.2630092080216855,
1109,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.99,0.28063541697338223,
1110,sci.crypt,sci.crypt,True,1.0,0.2649196669808589,
1111,soc.religion.christian,soc.religion.christian,True,0.57,0.2373568750335835,
1112,sci.space,sci.space,True,1.0,0.2753160839783959,
1113,talk.politics.guns,talk.politics.misc,False,0.6,0.24548966699512675,
1114,sci.space,sci.space,True,1.0,0.42052204097853974,
1115,sci.med,talk.politics.misc,False,0.99,0.2812834590440616,
1116,soc.religion.christian,soc.religion.christian,True,0.94,0.386626333987806,
1117,talk.politics.guns,talk.politics.misc,False,0.92,0.2451909160008654,
1118,sci.electronics,sci.electronics,True,0.99,0.3513575420365669,
1119,sci.med,sci.med,True,0.91,0.3446835420327261,
1120,sci.med,sci.med,True,1.0,0.3336691669537686,
1121,talk.politics.guns,talk.politics.misc,False,0.58,0.27489825000520796,
1122,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.93,0.3506495420006104,
1123,soc.religion.christian,soc.religion.christian,True,0.8,0.3057786250137724,
1124,comp.graphics,comp.graphics,True,0.77,0.28599687496898696,
1125,sci.med,sci.med,True,1.0,0.2527473330264911,
1126,sci.med,sci.med,True,1.0,0.23862204101169482,
1127,sci.med,sci.med,True,1.0,0.32445570797426626,
1128,rec.autos,rec.autos,True,1.0,0.3358727910090238,
1129,comp.windows.x,comp.windows.x,True,0.94,0.25503562501398847,
1130,comp.graphics,comp.graphics,True,0.94,0.2527882920112461,
1131,comp.windows.x,comp.graphics,False,0.91,0.275300708017312,
1132,rec.sport.baseball,rec.sport.baseball,True,1.0,0.25139583298005164,
1133,talk.religion.misc,talk.religion.misc,True,0.64,0.30224537500180304,
1134,comp.windows.x,comp.os.ms-windows.misc,False,0.78,0.24350208399118856,
1135,comp.sys.mac.hardware,misc.forsale,False,0.66,0.2537231669994071,
1136,misc.forsale,misc.forsale,True,0.55,0.29469895805232227,
1137,rec.sport.baseball,rec.sport.baseball,True,0.78,0.3324491250095889,
1138,comp.graphics,comp.graphics,True,0.98,0.27446408302057534,
1139,sci.electronics,sci.electronics,True,1.0,0.24761970899999142,
1140,misc.forsale,misc.forsale,True,0.91,0.2915124580031261,
1141,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2507219999679364,
1142,rec.autos,rec.autos,True,0.92,0.28373991703847423,
1143,sci.electronics,comp.os.ms-windows.misc,False,0.94,0.25385633297264576,
1144,sci.crypt,sci.crypt,True,0.94,0.29101620794972405,
1145,sci.electronics,sci.electronics,True,0.65,0.39339520799694583,
1146,comp.graphics,comp.graphics,True,1.0,0.3670949999941513,
1147,sci.med,sci.med,True,1.0,0.3645740000065416,
1148,sci.electronics,sci.electronics,True,0.94,0.2884582920232788,
1149,alt.atheism,alt.atheism,True,0.99,0.2775446659652516,
1150,sci.space,talk.politics.misc,False,0.84,0.2722303749760613,
1151,sci.space,sci.space,True,0.98,0.27919949998613447,
1152,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.99,0.3478839169838466,
1153,sci.crypt,talk.politics.misc,False,0.72,0.3917822919902392,
1154,sci.electronics,sci.electronics,True,0.99,0.28507383400574327,
